username,tweet,location,followers_count
Jerusalem_Post,"The #Palestinians cannot falsely claim that Israel is spreading #coronavirus while still expecting support from Isr… https://t.co/IJ0nol4KXX",Israel,465408
piratefm,"Callestick Farm have launched their own online shop!

https://t.co/GbjsJTJgxl

#Superblog #Cornwall https://t.co/N7JfTDmXp0",Cornwall,63778
FOX4,"GENEVA (AP) -- The head of the World Health Organization warns 'the worst is yet ahead of us' in coronavirus outbre… https://t.co/QKOyrVrT5X","Dallas - Fort Worth",575953
drvox,"omg I want a sea lion buddy.","Seattle, WA",142002
microcenter,"@Attorney_Murphy At this time, just as we are experiencing a large volume of customers coming into the store we are… https://t.co/FOP5HcbtHa","Hilliard, OH 43026",56286
BradWall306,"Thank you Dr. Meili",Saskatchewan,111359
NME,"“I love you daddy, and I hope do this song justice”

https://t.co/K0xgcbivBq",London,905768
ThuliMadonsela3,"South African Government - Regulations and Guidelines - Coronavirus Covid-19 https://t.co/EJBRmt5ZIn via @GovernmentZA",NULL,1376571
BBCSurrey,"Guidelines recommend that anyone working within 2m (6ft) of a confirmed or suspected Covid-19 patient should wear a… https://t.co/yH64kLkoce","Guildford, Surrey UK",60256
ABCNews4,"Selma Esther Ryan passed away last week from COVID-19.

102 years ago, her older sister died from the Spanish Flu p… https://t.co/FfWxuIk1km","Charleston, SC",96177
OfficialJonZal,"Dear Protestors,

Thank you for congregating, and for rejecting medicine, science, and reality in general. I truly… https://t.co/wWi8TROW1n","Body in Philly, Heart in Boston",56668
CheshireLive,"The new figures are out https://t.co/eg5BCtYShv","Chester, UK",62542
TheNewEuropean,"The survey found 48% of Conservative voters, 45% of Brexit Party voters and 49% of all Leave voters want to see an… https://t.co/hnitds6avS","United Kingdom",83503
ColorOfChange,"The #coronavirus has made it clear that we must expand vote-by-mail options nationwide. Lives are at risk when peop… https://t.co/dVY46Cokd4",NULL,140540
nypost,"Australia joins call for probe of China's coronavirus response https://t.co/9MLMTtlGsj https://t.co/aMNHpxDJKP","New York, NY",1635569
NewsroomPostCom,"#COVIDー19 : News of around 50 journalists in Mumbai testing COVID-19 positive unfortunate: Govt

https://t.co/lWBTtAGSfF",INDIA,55084
MobileSyrup,"Kumail Nanjiani and Issa Rae's 'The Lovebirds' is skipping theatres and coming straight to Netflix next month… https://t.co/PjImgY1RxL",Canada,96292
TheAfricaReport,"Nigeria facing a major recession -- How COVID-19 is affecting Sino-African relations - https://t.co/kSJj1qQ3qU","Paris, France",161857
latestly,"Assam Police COVID-19 Warriors Perform 'Bihu Dance' at Nagaon SP Office, Watch Heartwarming Video #COVID19Warriors… https://t.co/KOLqTu0Gg2","Mumbai, India",58622
TIMENOUT,"Omar dismisses 9/11 as "some people did something"
Democrats never condemned Omar for one reason. They all hate Ame… https://t.co/baftlNsnzu","THE WHOLE SYSTEM IS RIGGED ",250250
anadoluagency,"#BREAKING Number of coronavirus cases in Turkey rises to 90,980, with 4,674 additions over past 24 hours: Health minister","Ankara - TURKEY",136192
WMPolice,"@AlternateZone Hello, this image has been taken out of context and is from this video. https://t.co/Se90f3ABZ4

As… https://t.co/5HUnfncSFm","West Midlands, England",476971
CBCAlerts,"France is the 4th country to have more than 20,000 COVID-19 deaths, after the U.S., Italy and Spain. As of Sunday,… https://t.co/xp1Rlwn4QN",Toronto,1286280
OMGno2trump,"Lifting stay at home orders to revive the economy is a fake issue.  The economy won't really reopen until people fe… https://t.co/xYubTaqZdA","I live in a small house in Charlotte, NC area",109929
Thom_Hartmann,"Tragic.  And if Trump hadn't dithered, golfed, rallied, and lied for 3 months, she may well still be alive.","Portland, OR & Washington DC",119539
PunjabPoliceInd,"Our Corona Warrior SI Arshpreet Kaur, SHO Jodhewal is again an inspiration for @PunjabPoliceInd in this fight again… https://t.co/77UocC9CGo","Chandigarh, India",62352
StephenGlahn,"He found time for everything else- including harassing @NYGovCuomo and New York via state-specific federal travel r… https://t.co/XpiYrH9qCj",Texas,53054
PreventionMag,"CNN’s Brooke Baldwin Says Her Coronavirus Symptoms Were “Relentless” https://t.co/7j3qiUfOYU","New York, NY",451827
bbcsoutheast,"Guidelines recommend that anyone working within 2m (6ft) of a confirmed or suspected Covid-19 patient should wear a… https://t.co/1tdT6SwMDD","Tunbridge Wells",172130
DominicRaab,"International collaboration is vital if we are to tackle the #coronavirus pandemic. Discussed with @HishammuddinH2O… https://t.co/ZaK7aKAj0a","London, England",171046
brianlilley,"There was an easy solution to the billing crisis threatening doctors offices during COVID-19 but ⁦@celliottability⁩… https://t.co/sDLXlD0xJx","Ottawa & Toronto",69774
ToryFibs,"RIP Grant Maganga. Grant was a mental health nurse at NHS Tameside Hospital. His friends say he had a personality b… https://t.co/StMWCVhyve","Belfast, Ireland ",130624
Signal1Official,"NEWS: 449 more people with Coronavirus have died in UK hospitals &gt;&gt; 
https://t.co/2HBfF0OMd5 https://t.co/TS5tQSdKCA","Staffordshire and Cheshire",52940
airvistara,"@younis_syed Kindly contact our team on +91 9289228888 or write to us on custrelations@airvistara.com only with a f… https://t.co/P1nah2LfbQ",NULL,121203
CarolNdosi,"Coronavirus: How do I home-school my children and what does Bitesize offer? https://t.co/rtnmKjmuUI","Tanzania ",285490
rachbarnhart,"This story clearly lays out why we cannot allow nursing homes to operate in secret. The county and state must relea… https://t.co/kmJSHzFN2T","Rochester, N.Y.",50450
KSNNews,"WHO head warns worst of virus is still ahead https://t.co/b8T0WR82Ob","Wichita, KS",76748
jilevin,"Coronavirus Relief Bill Includes Tax Benefit for Millionaires That Will Cost Taxpayers $90 Billion https://t.co/guebJ2FGNH","San Jose, CA",605347
travelweekly,"business:pm top #coronavirus stories: 

Report of £4bn lifeline ‘ludicrous’; @VirginAustralia to enter administrati… https://t.co/frOqahe5Y9","Victoria, London",98072
EvelDick,"It is complete bullshit they were allowed to keep anything secret in the first place, so GOOD!","Florida, USA",158519
mitchellvii,"COVID-19 has NOT killed 40,000 Americans. I mean, the CDC has come right out and told us their guidelines are compl… https://t.co/COZcfBKTde","Miami, FL",568384
NZXT,"Join NZXT in fighting COVID-19 by donating computer juice to our Folding@Home team!

https://t.co/HSuQZpt6vj",NULL,861077
azcentral,"Arizona coronavirus update: 5,064 confirmed cases, 187 known deaths as of Monday https://t.co/YXIGBgTFCQ","Phoenix, AZ",386850
fttechnews,"Covid-19 relief at last for UK start-ups https://t.co/r6EkvT6GAW",NULL,245891
WNEP,"Gov. Wolf is also easing restrictions on construction and vehicle sales. https://t.co/LojAQl18R2","Northeastern & Central PA",141157
WBRCnews,"Ala. nurse: “Called by God” to help with COVID-19 crisis in New York
https://t.co/lQx2FiRvjZ","Birmingham, AL",191861
dev_discourse,"Debate over lifting of U.S. coronavirus lockdowns ramps up https://t.co/lHCozZsbYO","National Capital Region",79126
matthaig1,"Brilliant news!

Italy reported its lowest number of new coronavirus cases in 41 days. 

Number of hospitalised dow… https://t.co/gLQJvPn7NZ","pale blue dot",402901
CNBC,"Op-ed: How to boost your chances of landing a job in the midst of the coronavirus outbreak https://t.co/x78j0ShNJ1","Englewood Cliffs, NJ",3569321
jacobinmag,"Whether in China or the United States, tech companies are teaming up with governments to boost surveillance amid th… https://t.co/y5oF2P0FJi","New York City",273053
DavidPriess,"“Because this is such a terrifying disease,” former CIA Deputy Director of Intelligence @milouness writes, “it’s na… https://t.co/6FD9nXbwTm","In orbit around Washington, DC",53340
Ch2KTUU,"Tom Hanks says it was bad for him, but much worse for his wife Rita Wilson.
https://t.co/vfMM4LlcMK","Anchorage, Alaska",52371
dev_discourse,"South Africa to increase welfare provision over coronavirus -Ramaphosa https://t.co/MeOo9e2AW4","National Capital Region",79126
The_News_DIVA,"Idris &amp; Sabrina Elba Launch Appeal For IFAD’s $200M Coronavirus Relief Fund https://t.co/hO5P6T6ZCJ via @Deadline","Croton-on-Hudson, NY",75525
hmtreasury,"More than 12,000 #Coronavirus Business Interruption Loans have now been approved - with firms benefiting from £2bn… https://t.co/0RGOxbS8Y1","Westminster, London",413367
bostonherald,"ICYMI: Honoring those lost to coronavirus in Massachusetts
https://t.co/Eau0r0ER0G","Boston, MA",108799
Airtel_Presence,"@yaduvansheesr Hi Shiv, we are excited for you to be part of the Airtel family! However, in view of the current COV… https://t.co/Pjr1yFWdiO",INDIA,411693
RexHuppke,"Dear Harrisburg protesters, and all other stay-at-home order violators:

Your chants won’t repel the coronavirus. B… https://t.co/zCBVa1pziD",Chicago,71538
dev_discourse,"In coronavirus lockdown, Californians take the high road and get cannabis delivered https://t.co/rcznvdNrbY","National Capital Region",79126
itvanglia,"Bikes stolen from NHS workers in Stevenage during Covid-19 lockdown:

https://t.co/RcgSre8uK1 https://t.co/J1kj3gUy8r",Norwich,89727
TomthunkitsMind,"#UNEXCUSABLE:
Taking his cues from the Trump Crime Family, ⁦after receiving intel briefings ⁦⁦⁦Senator Burr⁩ sold s… https://t.co/dvQvTBEVky","Atlanta, GA",70098
therightblue,"Coronavirus Cases Continue To Climb In The U.S. And Around The World : Coronavirus Live Updates : NPR https://t.co/DDYihatGFS","Hawaii-Kohala Coast-Big Island",51198
WashingtonPoint,"- Turkey to extend weekend curfew to 4 days effective midnight Wednesday

- April 23-26 curfew will be Turkey's thi… https://t.co/HKyH6UhW6V","Washington, DC",139569
nypost,"Bipartisan House caucus unveils proposal for reopening economy amid coronavirus https://t.co/lEs3AITeAe https://t.co/hiqjmAwKnw","New York, NY",1635568
sacbee_news,"Happy online 4/20? Under coronavirus shutdown, California weed festivities go virtual https://t.co/F8ycRjcobc","Sacramento, CA",222094
AlanTudyk,"This is a good day to day breakdown of where Trump broke down by not reacting seriously to the threat of CoVid in F… https://t.co/YIBMNkrvHH","los angeles",417336
mrctv,"Nancy Pelosi was asked why, on February 24th, she was actively downplaying the coronavirus outbreak by encouraging… https://t.co/K3vgpeQhHA","Reston, VA",68081
ahramonline,"BREAKING: #Egypt reports daily record of 189 #coronavirus cases, 11 deaths on Monday https://t.co/5rX6jxKmI6 https://t.co/FN3RmmLEss",Cairo,176842
V_of_Europe,"Germany: Largest newspaper bills China for coronavirus damage https://t.co/gu2biEFOsM https://t.co/WIyEkROn0v",NULL,237889
CTVAtlantic,"WATCH LIVE: New Brunswick COVID-19 update. Scheduled to start at 2:30 p.m. https://t.co/5a2lNwMHq2","Maritime Provinces, Canada",143162
TheHypeMagazine,"New post (T.I. Partners with Viola for Special 420 Limited Edition Capsule Collection to Benefit COVID-19 Relief Ef… https://t.co/lh6gXq4500",WORLDWIDE,196079
KUSINews,"Coronavirus survivor! Nina Detrow shared her experience being diagnosed with, and recovering from coronavirus after… https://t.co/uCSOPVLPJm","San Diego, CA",73599
BrankoMilan,"Negative oil price, negative rate of interest, negative growth, negative CPI...
but increasing covid-19 positives.","New York ",86976
benshapiro,"Steps include shutting down every public area and yet defending allowing the LA Marathon to happen",California,2645860
Chris_1791,"New York coronavirus deaths hit lowest number in weeks, but it's 'still horrifically high,' Cuomo says https://t.co/Ni8GKHrZF5 via @foxnews","Philadelphia PA, USA",76993
Chris_1791,"Novak Djokovic Opposes Mandatory Coronavirus Vaccinations https://t.co/WXqKOy0hxp #Health #Sports via @BreitbartNews https://t.co/B1zdHO31ZP","Philadelphia PA, USA",76993
Chris_1791,"Frustrated by Lack of Coronavirus Tests, Maryland Got 500,000 From South Korea https://t.co/y9Q5GOlnxU via… https://t.co/pAymkeP6eW","Philadelphia PA, USA",76993
breakingnewsie,"New rapid Covid-19 test developed by UK scientists https://t.co/OjBRboPpfq",Ireland,58825
irishexaminer,"New rapid Covid-19 test developed by UK scientists https://t.co/LIhtLMLr60",Ireland,187764
ABCNewsLive,"Diana Berrent, COVID-19 survivor, shares story of advocating for plasma donation amid the novel coronavirus pandemi… https://t.co/tMBSxhUNQW",NULL,57487
BBCLeeds,"Read more coronavirus updates from around Yorkshire here: https://t.co/KS40f9NXK1","Leeds, UK",148093
thehimalayan,"Worldwide coronavirus cases exceed 2.38 mln, death toll crosses 164,900 -  https://t.co/CFa8HXKLGz","Kathmandu, Nepal",102204
kmbc,"Protests against stay-at-home orders planned in Kansas City, Jefferson City https://t.co/6gEGbV5YAY","Kansas City, MO",173018
CBSDenver,"Coronavirus In Colorado: Denver Golf Courses To Reopen Wednesday https://t.co/KhMmxkbc2Y https://t.co/IZkeHbLW7t","Denver, Colorado",211903
TaigaCompany,"Yes, indeed a good outcome! Endangered sea turtles hatch on Brazil's deserted beaches - Coronavirus keeps crowds th… https://t.co/Ypugxq93t7","Golden, Colorado",66833
Daily_Express,"Airlines temporarily blocking middle seat bookings amid #coronavirus revealed - what are #easyJet #ryanair and… https://t.co/NqHCoojJYd",London,849306
Blackamazon,"Dear God Please listen","Far Rock➡️LA ",51316
mattyglesias,"Fox News is the most understudied issue in American social science. 

https://t.co/MiaO9B37WG","Washington, DC",455848
MENnewsdesk,"Government admits hospital data 'does not tell the full story' of coronavirus deaths - with experts saying numbers… https://t.co/oxPOc8MY0q","Manchester, UK",577739
CTVBarrieNews,"Simcoe Muskoka reports 18 new COVID-19 cases as the number of community-acquired surpasses travel-related cases in… https://t.co/bks9LO4p1w","Barrie, Ontario",77175
dna,"No COVID-19 case from 60 districts in last 14 days, doubling rate in India improves to 7.5 days
.
.
.… https://t.co/D1dswSeVo8",India,2126481
GdnUniversities,"Imperial College London warns of cuts in face of coronavirus https://t.co/iS5ks6B6QM",NULL,177201
Inevitable_ET,"Coronavirus: rich Americans look to New Zealand for pandemic escape plan

https://t.co/iTxcQmPQIt https://t.co/wy7KntPdXK"," ",164811
NancyRichmond,"Today! #WeAreFIU","Miami, FL",136234
petersagal,"Signal boosting!",Chicago,244985
KUSINews,"@PPRPapaPig @ballgirl15Pads @KUSI_GMSD @ScrippsHealth Coronavirus survivor! Nina Detrow shared her experience recov… https://t.co/Is53KujISn","San Diego, CA",73599
amyklobuchar,"Sat down (virtually) to talk with VP @JoeBiden about COVID-19, our experiences in the Senate, how I got involved in… https://t.co/MgQiXv1amp",NULL,1043847
DrShobha,"Coronavirus fallout: 1000 foreign firms plan production in India as concerns grow about China, claim reports

https://t.co/K6mxK8Znhw",NULL,141976
The_NewArab,"#Syrian #Kurds have set up a hospital to deal specifically with the #coronavirus in the northeast of the country
https://t.co/78tSdHvzjV",London,74884
PlantPortrait,"It’s very disturbing and of course we pray for the people who have lost their lives because of Covid-19 but let me… https://t.co/ieFaCjYHim","Los Angeles, CA",86367
nypost,"Toddler's self-esteem mantra helps with coronavirus anxiety https://t.co/KikUX4t1jq https://t.co/SSCkVAFUVb","New York, NY",1635491
FinancialXpress,"#Coronavirus | Worst is still ahead, warns WHO

https://t.co/dosud859bO","New Delhi, India",624877
TorontoStar,"NEW: A Salvation Army long-term care facility in midtown Toronto is reporting eight more deaths in the last two day… https://t.co/GYfhiLG5a2","1 Yonge St., Toronto, Canada",1024397
MonsterFunders,"Check out The Unseen Hand / A Debut #Fantasy #Novel  #TheUnseenHand #marzombra #Monsterfunders 

#Support here toda… https://t.co/V1R1P27fXg","Get More Donations!",58979
greateranglia,"@NatalieTucker77 Hi, apologies for the inconvenience. In response to the coronavirus emergency, Greater Anglia has… https://t.co/UAT6UTlJgu","London & East Anglia",116947
MSN,"Will there be a second round of coronavirus aid payouts? https://t.co/ctQv6Xqeip","Redmond, WA, USA",235511
progressivepush,"Dr. Fauci says easing lockdown measures too soon will lead to "big spike" in coronavirus cases: "It's gonna backfir… https://t.co/yypsZjsdBj",USA,59930
OttawaCitizen,"In shadow of coronavirus, Muslims face a Ramadan like never before https://t.co/p2nO61qZWB https://t.co/wkMmM57juF","ÜT: 45.246915,-76.163963",214615
TheWindsorStar,"More U.S. protests call for lifting coronavirus restrictions as governors push back https://t.co/9Rfnx3XQDQ https://t.co/8zEsxk6b2b",NULL,134400
MonsterFunder,"Check out The Unseen Hand / A Debut #Fantasy #Novel  #TheUnseenHand #marzombra #Monsterfunder 

Please #Support tod… https://t.co/17xD0ydACs","Get Promoted! Get Funded!",139106
dev_discourse,"UK firms furlough over a million workers due to coronavirus https://t.co/rwQMZJopTY","National Capital Region",79126
chicagotribune,"Evanston native Andy Slavitt is widely followed on Twitter and for his podcast about coronavirus. He's been right s… https://t.co/aHwkFh8Gb0","Chicago, IL",1115187
TrevorNcube,"Protests erupt against coronavirus lockdowns around the world https://t.co/BKXgIOi4fG","Harare ",208159
timesofindia,"The head of the World Health Organization has warned that "the worst is yet ahead of us" in the coronavirus outbrea… https://t.co/SMfuE3garc","New Delhi",12687737
capgaznews,"The supplies from LabGenomics, a South Korean company, will enable the state to administer 500,000 coronavirus test… https://t.co/lphvTuOHmL","Annapolis, MD",63416
ActionNewsJax,"#Jacksonville to open another walk-up COVID-19 testing site, mayor says https://t.co/povT20EB4f https://t.co/IrU9cYD0RY","Jacksonville, Florida",111967
timeshighered,"To continue international science in the face of inevitable pandemics, civil unrest and natural disasters, institut… https://t.co/4HDJRyRNsG",Global,297454
TexasObserver,"A Houston hospital is leading the charge on a potentially lifesaving COVID-19 treatment, but a lack of testing rema… https://t.co/BCm74Fwfbx","Austin, TX",59775
BarbaraBoxer,"When the Trump history book is written, one chapter can be devoted to this tactic:  Publicly endorse a policy that… https://t.co/dRus6ZdoCg","California & Washington, DC",130423
LyliaRose,"Missing travel?

How to have a holiday in your own home during the coronavirus lockdown!

https://t.co/gN1MkXpejj… https://t.co/0nV2SKDOhK","Gloucestershire, South West UK",59785
dev_discourse,"U.S. pressure on Iran during coronavirus outbreak is 'inhumane'- Rouhani https://t.co/D1mUWUyz7u","National Capital Region",79126
manavjivan,"Coronavirus puts missile showdown between Turkey and U.S. on hold https://t.co/2BXfujq1Fy…",TWITZERLAND,101703
modbee,"COVID-19 quarantine got you down? Fostering a furry friend has benefits, experts say https://t.co/h3BWp9VHGQ","Modesto, CA",65137
FresnoBee,"COVID-19 quarantine got you down? Fostering a furry friend has benefits, experts say https://t.co/xdgwOySwny","Fresno, California",92525
PDChina,"#Latest on #coronavirus outbreak in #Italy, according to Civil Protection Department:
-181,228 total cases, 2,256 n… https://t.co/HJ3nKDUCMO","Beijing, China",7121182
nycemergencymgt,"Do not use products or medicines promoted as "anti-COVID-19." These may be dangerous and fatal. The only preventive… https://t.co/xuEfGhPfm9","Brooklyn, New York",68626
KTNNewsKE,"Tanzania has recorded 84 new Covid-19 cases raising the tally to 254.

#COVID19 
#CoronaVirusTanzania https://t.co/a8n9yDksR4",Kenya,53956
TheView,"BILL MAHER SAYS MEDIA TOO “DOOM &amp; GLOOM”: After the television host said Pres. Trump appears to be the optimist ami… https://t.co/2kK6EJmAxa","Weekdays 11e|10c|p on ABC",814562
irishexaminer,"Department won't confirm if Kerry direct provision residents were among Dublin delegation moved due to Covid-19 out… https://t.co/fMtyEaeWSe",Ireland,187760
sacbee_news,"California has a coronavirus stay-at-home order. So why did CHP permit a large protest? https://t.co/Wxu6kneZ3q","Sacramento, CA",222094
sacbee_news,"COVID-19 quarantine got you down? Fostering a furry friend has benefits, experts say https://t.co/uaJzCK1KFb","Sacramento, CA",222094
LeaderHoyer,"Most Americans, including Social Security recipients, do not need to take any action to receive an economic impact… https://t.co/7lq3alw7C4","Washington, DC",129275
B52Malmet,"Barr Is Doing the Dirty Work as Trump Gambles With Our Lives - Barr is hoping to crush governors Trump is threatene… https://t.co/z9m6CtEXH5","New York, NY",174307
DrNealHouston,"During his White House coronavirus press conference on Sunday, President Trump shredded left-wing CBS reporter Weij… https://t.co/x0O5TiHGPp","DC Constitutional Conservative",54878
ejmalrai,"American doctors are without masks. Trump should start helping his own medical team and leave #Iran alone.

In ever… https://t.co/aNk72V7Mt2","Middle East and Europe",57188
anadoluagency,"UK's coronavirus deaths pass 16,500 https://t.co/0hcSqWURLn https://t.co/GD0ZwoPJEA","Ankara - TURKEY",136190
StandardKenya,"Tanzania has recorded 84 new Covid-19 cases raising the tally to 254.

#COVID19 
#CoronaVirusTanzania https://t.co/18AFh206O7","Kenya | Nairobi",1314536
PennLive,"Which states have the most confirmed coronavirus cases (4/20/2020): Where does Pa. stand? https://t.co/sXKNvOZ35m","Pennsylvania, USA",120772
BostonGlobe,"Watch live at 1:30 p.m.: Mayor Walsh expected to give a coronavirus update https://t.co/jQ3Ei09ysB","Boston, MA",773882
TrueFactsStated,"The Washington Post Just Poked a Bunch of Holes in Trump’s Weak Criticism of the WHO – Mother Jones https://t.co/fwDM8nARHB","DC and on the road. ",219608
TrueFactsStated,"Opinion | Stop Airing Trump’s Briefings! - The New York Times https://t.co/XJELkyMmYF","DC and on the road. ",219608
JLPtalk,"BETA! Garcetti is an awful mayor. 

If you did a better job managing city funds you wouldn’t be on TV cryin! Ask yo… https://t.co/Yr7dIebXVg","Los Angeles, CA",70986
MiddleEastMnt,"#Iraq warns against violating #coronavirus prevention rules https://t.co/yyzJmw6lE2","London, UK",109710
DailyHiveVan,"These are the unprecedented cuts to #TransLink services starting this week https://t.co/ghk0UZoTuv #COVID19Vancouver https://t.co/54kc8yYrHn",Vancouver,266861
kiii3news,"The Houston Livestock Show and Rodeo is the city’s largest event, attracting 2.5 million people and generating near… https://t.co/z1uiuQpXmj","Corpus Christi, Texas",57856
SkyNews,"Claims the government is "grotesquely underestimating" the number of coronavirus-related deaths among front line NH… https://t.co/xZZ9ZmnkGg","London, UK",5942121
TOIBusiness,"Your office may see a sea change after Covid-19 lockdown https://t.co/9CSALc7mN1","New Delhi, India",50123
Global_Montreal,"WATCH LIVE: Quebec premier provides update on province's COVID-19 measures

 https://t.co/8B00KZQZXH",Montreal,52016
ndtvfeed,"Canteens At Central Government Offices To Remain Shut During Lockdown https://t.co/2lapVy1nFL",NULL,214379
BBCBristol,"We are all connected by this experience', says film maker who is collecting coronavirus video diaries https://t.co/BdASh9xqK1","Bristol, England",138103
Airtel_Presence,"@yaduvansheesr Hi! We are excited for you to be part of the Airtel family! However, in view of the current COVID-19… https://t.co/TATXOVehMq",INDIA,411693
Radio2000ZA,"Riot police in Russia have been deployed to disperse at least 1500 people protesting against Coronavirus restrictio… https://t.co/RiNsKlTbjO","SABC Radio Park",108217
MOH_Kenya,"Safaricom Chief Executive Officer, Mr. Peter Ndegwa today paid a courtesy call on the Cabinet Secretary for Health,… https://t.co/ikcHGHwfdU","Nairobi, Kenya",116321
milesobrien,"Great piece by  @Laurie_Garrett 
https://t.co/5IHeqO257q",Boston,76375
_cingraham,"@john_malone yeah both Grand Forks and Fargo stand out in the JHU map https://t.co/jR2Iac5Yfw","Red Lake Falls, MN",88628
bankofbaroda,"@mayura_says At Bank of Baroda, we have mandated &amp; encouraged employees to take precautionary measures for their ow… https://t.co/OqSbqrsv04",NULL,100795
DhakaTribune,"#Chapainawabganj reports first #coronavirus case https://t.co/UM7ecK9ioV","Dhaka, Bangladesh",274784
ASOS_HeretoHelp,"@thegr8l3ke Hey! Yes, we are still delivering to Nigeria. The delivery options and time-frames are on our website j… https://t.co/tUyjuA1Dcy",London,213409
RepKinzinger,"When the Chinese gov’t tells me they “implemented control measures,” does that include the control of information;… https://t.co/b932rZDita","Channahon, IL",72280
FT,"Denmark to test everyone with coronavirus symptoms https://t.co/ueb3t7QUq2",London,3999686
jmsexton_,"Trump Admin Reportedly Got Coronavirus Warnings Straight From U.S. Experts At WHO 
https://t.co/JrOoG8Btl0 #ncpol",NULL,54019
Bridget_Otoo,"Global Health Expert predicts spike in Ghana’s coronavirus cases - https://t.co/dG048Uf8q3 https://t.co/uxxK0GmPUg","Accra, Ghana",119409
ArianaNews_,"Coronavirus positive cases in Afghanistan reach 1,026
 https://t.co/hHlY7o9X6Y

#Afghanistan #COVID #COVID19… https://t.co/gmOdFUU6dp","Kabul,Afghanistan",105785
NorbertElekes,"NEW: India reports 78 new coronavirus cases and 4 new deaths in MP.

State total at 1,485 cases and 76 deaths.",LinkedIn:,219238
nigeriantribune,"President of UCH resident doctors tests positive for COVID-19 https://t.co/Jn2qIUZdmY https://t.co/4ommi0iX2z",Nigeria,331070
MelissaOnline,"Laura Bush and Michelle Obama unite to share message of #hope during #coronavirus https://t.co/dm0jmVgIy8 via @TODAYshow #inspiraton","Nashville, TN",121433
ABC7NY,"Should essential workers on the front-lines of coronavirus receive hazard pay?  New York Gov. Cuomo says yes, they… https://t.co/X6mTbYwVT6","New York City",688258
CBNNews,"Sen. Tom Cotton Tells CBN 'China Is Culpable' for Spreading the Coronavirus Around the World https://t.co/Vleo8dYEGo",D.C.-Nashville-Jerusalem-VA,138093
bangordailynews,"The Maine CDC will provide an update on the latest coronavirus stats at 2 p.m. today. We'll have the livestream her… https://t.co/EMuyGeXx5G",Maine,93982
trending_medic,"Is it just me or Davido's fiancee looks kinda different?","Lagos, Nigeria",50317
Radio2000ZA,"The Limpopo Covid-19 Command Council has decided to centralise the distribution of food parcels in the province. Th… https://t.co/hnrf9sT5Xy","SABC Radio Park",108217
FrankLuntz,"“Judge Tim Sulak told the attorneys he will issue a temporary injunction allowing all voters who risk exposure to t… https://t.co/mYvoSkVowx","All over",276303
BT_India,"Coronavirus effect: US oil prices plummet 44% to hit lowest level since 1986 https://t.co/mPwAlzscf0",India,1005076
OpIndia_com,"Coronavirus fallout: 1000 foreign firms plan production in India as concerns grow about China, claim reports
https://t.co/dyuybC7kMx","New Delhi",293640
DailyMirror,"All the coronavirus good news as first patients discharged from NHS Nightingale
https://t.co/uETYIkkiwX https://t.co/LruJZZG83H",UK,1188675
edhenry,"Doctor heading influential coronavirus fatality model responds to criticism of group's accuracy

https://t.co/uVE3FTJl2U","United States",366029
northwaleslive,".@Morrisons baker sings brilliant Beatles parody to help shoppers through the coronavirus crisis #morrisons… https://t.co/qmxBsvDyIw","North Wales, UK",102753
ABC10,"Proposed bill would cancel rent and mortgages during COVID-19 pandemic https://t.co/vrqdP5nsP5","Sacramento, CA",154172
CBSPhilly,"BREAKING: Health officials in #Delaware announced an additional 207 #coronavirus cases Monday as the statewide tota… https://t.co/5PnMGLOdBh","Philadelphia, PA",195860
hartfordcourant,"Shake Shack says it has obtained new funding and will return a small-business loan it got to help weather the coron… https://t.co/4uVoWQJghP","Hartford, Connecticut",163456
ABC,"HONORING THE FALLEN: Staff at a Madrid hospital pay tribute to their hospital's chief of surgery, who died after co… https://t.co/fOL6kUZ1FA","New York City / Worldwide",15415517
realTuckFrumper,"Officials Start to Paint Picture of What Summer Will Look Like Amid Coronavirus Outbreak https://t.co/FX0qcMs8m7","Witness Protection",82080
realTuckFrumper,"DOJ Clears U.S. Drug Companies to Distribute Hydroxychloroquine to Coronavirus Patients https://t.co/NVIetGdNOp","Witness Protection",82080
rtv6,"Of the 60 Indianapolis first responders who tested positive for COVID-19, 41 have recovered and returned to work.  https://t.co/MmJJjItxzM","Indianapolis, IN, USA",121474
KGETnews,"GRADING CHANGE: The Kern High School District has announced it is adopting a Pass/No Pass grading system for the sp… https://t.co/rU68ny3Uud","Bakersfield, CA",63740
xan_desanctis,"And then you have Virginia, where genius Ralph Northam inexplicably decided at the beginning of April to close ever… https://t.co/08PWwlEylB","New York, NY",50324
matthewbennett,"13. The price of aWest Texas barrel of oil has sunk 71% to $5. According to the Financial Times, that is the lowest… https://t.co/D8FnB5sunr",Spain,125634
CHRISVOSS,Jesus,"Las Vegas, NV",101245
GuardianNigeria,"It has become imperative for medical practitioners to continually debunk these conspiracies.… https://t.co/KM3BGnA3r9",Nigeria,1641353
EconomicTimes,"Goa declared coronavirus free, districts with no new cases in last 14 days rise to 59  https://t.co/mH1PXw0XO4 https://t.co/HgcgiXjJWU",NULL,3534344
ForexLive,"US Senators unveil bill to hold China accountable for coronavirus https://t.co/c6t5nbOwiX",Worldwide,220848
goairlinesindia,"@venkybulusu Hi, in light of the ongoing COVID-19 outbreak, we are AUTOMATICALLY preserving the value of your fare… https://t.co/YyK6mdsKHd","Mumbai, India",125680
